index	Potential [V]	Disk Current density[mA/cm2]	Ring Current density[mA/cm2]
2817	0.7646026968433605	-0.2076568603515625	0.007855224609374996
2816	0.7650169319001403	-0.2058563232421875	0.007687377929687495
2815	0.7654260025449598	-0.2038421630859375	0.007650756835937505
2814	0.7658387620554653	-0.2019805908203125	0.0075668334960937505
2813	0.766244881607736	-0.1998443603515625	0.007508850097656244
2812	0.7666554277988299	-0.1978912353515625	0.007402038574218744
2811	0.7670729828347272	-0.19622802734375	0.007333374023437494
2810	0.7674765201810176	-0.19398498535156244	0.00727691650390625
2809	0.7678948129900522	-0.192352294921875	0.007203674316406245
2808	0.7683005636557543	-0.19020080566406247	0.007102966308593755
2807	0.7687207008976318	-0.18864440917968747	0.0070648193359375
2806	0.7691231315842164	-0.18635559082031253	0.0069793701171874944
2805	0.7695443754857998	-0.18484497070312503	0.006921386718749995
2804	0.7699468061723844	-0.18255615234375	0.006838989257812501
2803	0.7703746900322026	-0.18132019042968747	0.006777954101562506
2802	0.7707767518322187	-0.17901611328125	0.0066925048828124995
2801	0.771197995733802	-0.17750549316406253	0.006626892089843745
2800	0.7716033775129355	-0.17533874511718753	0.006561279296875001
2799	0.7720275725070677	-0.1739501953125	0.006497192382812506
2798	0.7724303720802209	-0.1716766357421875	0.006422424316406255
2797	0.7728549359609217	-0.1703033447265625	0.006358337402343754
2796	0.7732592110803493	-0.1680908203125	0.006317138671875001
2795	0.7736822994147757	-0.166656494140625	0.006228637695312505
2794	0.7740913700595952	-0.16464233398437497	0.0061798095703125
2793	0.7745126139611785	-0.1631317138671875	0.006063842773437505
2792	0.7749179957403121	-0.1609649658203125	0.006050109863281249
2791	0.7753455107135616	-0.1597137451171875	0.00594482421875
2790	0.7757567946777927	-0.1577911376953125	0.005926513671875
2789	0.7761787763525133	-0.15631103515625	0.005839538574218751
2788	0.7765933802958618	-0.1545257568359375	0.0058135986328125
2787	0.7770116731048963	-0.15289306640625	0.005700683593750009
2786	0.7774295970273623	-0.1512451171875	0.005683898925781251
2785	0.7778460454035538	-0.1495361328125	0.005604553222656245
2784	0.7782658137588627	-0.1479644775390625	0.0055709838867187495
2783	0.7786811554753484	-0.146209716796875	0.0055023193359375
2782	0.7791035060366376	-0.144744873046875	0.005476379394531255
2781	0.7795195855262605	-0.1430206298828125	0.005406188964843745
2780	0.7799437805203927	-0.141632080078125	0.005340576171875
2779	0.7803550644846238	-0.13970947265625	0.005245971679687505
2778	0.7807844238907165	-0.1385345458984375	0.0051971435546875
2777	0.7811946011952418	-0.136566162109375	0.00517730712890625
2776	0.7816265428073146	-0.135498046875	0.0051162719726562545
2775	0.7820367201118399	-0.1335296630859375	0.005039978027343746
2774	0.7824682928373441	-0.1324462890625	0.005001831054687495
2773	0.7828817901209868	-0.130615234375	0.004960632324218745
2772	0.7833126250733538	-0.1295013427734375	0.00488128662109375
2771	0.7837202201718989	-0.12742614746093747	0.0048370361328125
2770	0.7841495795779915	-0.126251220703125	0.004779052734375001
2769	0.7845638146347714	-0.12445068359375	0.0047515869140625005
2768	0.7849924362677269	-0.1232452392578125	0.004685974121093745
2767	0.7854085157573497	-0.12152099609375	0.004641723632812501
2766	0.7858378751634424	-0.1203460693359375	0.004579162597656261
2765	0.7862565368590455	-0.1187286376953125	0.004536437988281255
2764	0.786682207399452	-0.117401123046875	0.0044708251953125
2763	0.7871027135278982	-0.1158599853515625	0.004452514648437505
2762	0.7875294907280106	-0.1145782470703125	0.004365539550781245
2761	0.7879511035161626	-0.1130828857421875	0.0043731689453124995
2760	0.7883808318088238	-0.1119232177734375	0.004275512695312505
2759	0.7888031823701129	-0.11045837402343747	0.00426635742187501
2758	0.7892270084776766	-0.1090545654296875	0.004176330566406255
2757	0.7896541545643575	-0.1077880859375	0.004217529296875005
2756	0.7900757673525095	-0.106292724609375	0.0041015625
2755	0.7905073400780137	-0.1052093505859375	0.004086303710937495
2754	0.7909293217527343	-0.103729248046875	0.00402984619140626
2753	0.7913575744991211	-0.102508544921875	0.00399017333984375
2752	0.7917780806275673	-0.10096740722656253	0.003936767578125
2751	0.7922118666724831	-0.0999755859375	0.0039337158203125045
2750	0.7926297905949491	-0.09832763671875	0.0038726806640625045
2749	0.7930639455264334	-0.09735107421874997	0.0038604736328125
2748	0.7934910916131145	-0.0960845947265625	0.0038024902343750046
2747	0.7939256154311676	-0.095123291015625	0.0037796020507812455
2746	0.7943483348790253	-0.09367370605468753	0.00372467041015626
2745	0.7947843342433527	-0.09277343749999997	0.0036987304687500053
2744	0.7952070536912105	-0.0913238525390625	0.0036499023437499955
2743	0.7956426841689694	-0.0904083251953125	0.0036163330078125
2742	0.7960639280705527	-0.088897705078125	0.003604125976562505
2741	0.7965017718677232	-0.08807373046875	0.003530883789062505
2740	0.7969252290887182	-0.08665466308593753	0.003497314453124995
2739	0.7973645484321631	-0.08589172363281253	0.003450012207031245
2738	0.7977913256322755	-0.0846099853515625	0.00345001220703125
2737	0.7982240050174855	-0.08357238769531247	0.003382873535156245
2736	0.7986511511041665	-0.082305908203125	0.003387451171875
2735	0.7990875193550625	-0.08142089843749997	0.0033508300781250003
